id,area,sex,age,antiquity,salary,state,chapter,seniority
06043a3947c83c159e78718d6e5049ed,CUSTOMER SUCCESS,MASCULINO,28.0,6.0,6000000,retired,INFRAESTRUCTURA,MASTER
061fcc7d0fc161de6195cada8b2a236e,RETAIL_FINANCIAL_BD,FEMENINO,38.0,14.0,16000000,active,HEAD,MASTER
06baf18ff1c54d4c6761d9823ac3f194,CUSTOMER SUCCESS,MASCULINO,32.0,17.0,6006000,retired,BACKEND,SENIOR
06d6293dba571e598874fa2bdee212a5,CUSTOMER SUCCESS,MASCULINO,34.0,2.0,5000000,active,EXPERIENCIA_USUARIO,ADVANCED
0718cfb8e898e2c26c2d8efc2fa902b3,CUSTOMER SUCCESS,MASCULINO,28.0,12.0,50,active,BACKEND,ADVANCED
07650fe7e8ad30193215daadf4d0ff07,CUSTOMER SUCCESS,MASCULINO,26.0,11.0,3309000,active,CIENCIA DE DATOS,ADVANCED
078f3ec95dbfcd9e5022be9dfc6e13ca,CUSTOMER SUCCESS,MASCULINO,40.0,132.0,10200000,retired,LIDERAZGO,MASTER
07952e094efb007fb94d75d16652be40,CUSTOMER SUCCESS,FEMENINO,37.0,7.0,8500000,active,LIDERAZGO,ADVANCED
079df46ce2d45cd71628473545c684fc,CUSTOMER SUCCESS,MASCULINO,27.0,10.0,46,active,FRONTEND,ADVANCED
07e2d9d932130b3c94fa67aef7b3c64f,CUSTOMER SUCCESS,MASCULINO,33.0,9.0,6000000,retired,FRONTEND,ADVANCED
0813b5cfe6e6535e1f61cc62c1eb835c,CUSTOMER SUCCESS,MASCULINO,28.0,9.0,75,active,INTEGRACION,ADVANCED
08511f9b376c0f5fe6ba0d3653b8aabe,TALENT ACQUISITION,MASCULINO,23.0,6.0,5000000,active,BACKEND,SENIOR
0892620bd7be995c485ab684df180dd8,CUSTOMER SUCCESS,FEMENINO,42.0,15.0,5000000,retired,SOA,ADVANCED
089366d163c1e7f34f67fec93277defe,CUSTOMER SUCCESS,MASCULINO,44.0,5.0,15080000,active,CLOUD OPS,ADVANCED
08a9820fa46edae691f0921d0d7e1e91,CUSTOMER SUCCESS,MASCULINO,30.0,15.0,4708000,active,MOVIL,ADVANCED
08d88097898f09507fa42bf5472bc8b9,CUSTOMER SUCCESS,MASCULINO,24.0,3.0,2050000,retired,DEVSECOPS,JUNIOR
08f3f5d16c8fb03ccc24872e1cbbc346,CUSTOMER SUCCESS,MASCULINO,38.0,20.0,359,retired,BACKEND,ADVANCED
08fd1dbedb46f9c82f4ba59ad7dc6e71,CUSTOMER SUCCESS,MASCULINO,28.0,12.0,3804000,active,BACKEND,JUNIOR
096abcd1b880fc8d4c4510e7c7f94e44,TALENT POOL,MASCULINO,24.0,5.0,2320000,active,FRONTEND,JUNIOR
099f6305ac98a261706b0f43d69f1a1a,CUSTOMER SUCCESS,MASCULINO,24.0,20.0,4500000,retired,BACKEND,ADVANCED
09df20a7235f4dd3ac89efe1c6d8f204,CUSTOMER SUCCESS,MASCULINO,31.0,11.0,6700000,active,FRONTEND,SENIOR
09fc5b8097700cc7c1d9a98b661f9a3c,CUSTOMER SUCCESS,FEMENINO,31.0,8.0,2800000,retired,FRONTEND,JUNIOR
09ff9a3454e6db44a7a0d11482b3311a,CUSTOMER SUCCESS,MASCULINO,23.0,12.0,4700000,active,BACKEND,ADVANCED
0a259299c8dd362dd6a29d24abb8a2d7,PEOPLE DEVELOPMENT,MASCULINO,28.0,12.0,4400000,active,CIENCIA DE DATOS,ADVANCED
0a498bdc9b003ee1555021311f60551e,CUSTOMER SUCCESS,MASCULINO,27.0,12.0,3505000,active,FRONTEND,ADVANCED
0a582b29df33ff533c6fdc2c130df282,CUSTOMER SUCCESS,MASCULINO,29.0,20.0,41,active,BACKEND,ADVANCED
0a71dd8a8a6cf3291bbc10cdee299707,CUSTOMER SUCCESS,MASCULINO,28.0,14.0,3005000,retired,FRONTEND,ADVANCED
0aa8792096cb3ce159d5b9cfae1e4bf8,CUSTOMER SUCCESS,MASCULINO,31.0,57.0,7000000,active,FRONTEND,ADVANCED
0ad82c9113cdff49246c7eb1f3386119,CUSTOMER SUCCESS,MASCULINO,22.0,6.0,2800000,active,BACKEND,JUNIOR
0aec14e776af453a2ca153ca6f8e89ad,CUSTOMER SUCCESS,MASCULINO,28.0,9.0,5500000,active,INTEGRACION,JUNIOR
0af903aa2e8406dc9cc47e2b699f7f4e,CUSTOMER SUCCESS,MASCULINO,33.0,92.0,10500000,active,LIDERAZGO,SENIOR
0b00e002f7c6f01d16525be38d751bd8,TALENT POOL,MASCULINO,22.0,2.0,25,active,INTEGRACION,JUNIOR
0b23de5a1775fb6261b4b1ae738bed76,CUSTOMER SUCCESS,FEMENINO,29.0,7.0,4000000,active,INTEGRACION,JUNIOR
0b3609d890b57717ab3bd744d93ec4e1,CUSTOMER SUCCESS,MASCULINO,26.0,14.0,7000000,active,EXPERIENCIA_USUARIO,SENIOR
0b5438484744cc18d4aa35c7914fbc51,TALENT POOL,MASCULINO,29.0,0.0,1160000,active,BACKEND,JUNIOR
0b6143584691950218cf2ad5c7eff902,CUSTOMER SUCCESS,FEMENINO,28.0,9.0,5000000,retired,FRONTEND,ADVANCED
0b63e486c75b8d14c67f17c9d8d47236,CUSTOMER SUCCESS,MASCULINO,33.0,48.0,7500000,active,INTEGRACION,SENIOR
0b7229c9fc0d44e84ea39275b0e3abe1,CUSTOMER SUCCESS,MASCULINO,27.0,9.0,3000000,retired,FRONTEND,JUNIOR
0b8c052e26f1d30498de650661435cfe,CUSTOMER SUCCESS,MASCULINO,28.0,12.0,3406000,active,FRONTEND,ADVANCED
0bb587b70ef2c5d1ecfc8fc57f424a65,CUSTOMER SUCCESS,MASCULINO,22.0,20.0,2100000,retired,GROWTH_,JUNIOR
0bb72daf8239762de718e02af048dfb7,CUSTOMER SUCCESS,MASCULINO,32.0,12.0,5007000,retired,FRONTEND,JUNIOR
0c1d59d9e16773ec35073b538d9ffc3d,CUSTOMER SUCCESS,MASCULINO,28.0,11.0,5500000,retired,FRONT MOVIL,MASTER
0c3806740c92dd2f16e2ce390356894a,CUSTOMER SUCCESS,MASCULINO,44.0,26.0,4200000,retired,BACKEND,JUNIOR
0c752a4702ade9192ed3aef7ba32f2fd,CUSTOMER SUCCESS,MASCULINO,26.0,19.0,7500000,active,MOVIL,SENIOR
0cd6d22ca9bad67e98a1bfac590c9480,CUSTOMER SUCCESS,FEMENINO,31.0,19.0,5000000,active,EXPERIENCIA_USUARIO,ADVANCED
0d678fa6b3f7adbdf72b735f43c5edf5,TALENT POOL,MASCULINO,24.0,5.0,3600000,active,BACKEND,JUNIOR
0e10683d8d398167dde7d1313158404b,CUSTOMER SUCCESS,MASCULINO,23.0,6.0,3500000,retired,CERTIFICACION,ADVANCED
0e109a8af5c6df5fd0dda9655f49443f,CUSTOMER SUCCESS,MASCULINO,31.0,15.0,5356000,retired,BACKEND,MASTER
0e117e71f62e1dbdcef41fd368d9ce81,CUSTOMER SUCCESS,FEMENINO,32.0,40.0,6050000,active,INTEGRACION,JUNIOR
0e28f019837c5aa4cd60a9cb6477ed9b,CUSTOMER SUCCESS,MASCULINO,42.0,20.0,5807000,active,EXPERIENCIA_USUARIO,SENIOR
0e3a9e418b9a71159d3b599aaa56342e,CUSTOMER SUCCESS,MASCULINO,26.0,16.0,5400000,active,CLOUD OPS,ADVANCED
0f1ebfac0d93e319f39aef912ed409ff,CUSTOMER SUCCESS,MASCULINO,26.0,10.0,9000000,active,BACKEND,SENIOR
0f5bb40bc26095341497e43edfaa2df8,CUSTOMER SUCCESS,MASCULINO,21.0,4.0,3005000,active,INTEGRACION,JUNIOR
0f75d44ddfc7c82fa2c598e81a625dd5,CUSTOMER SUCCESS,MASCULINO,31.0,5.0,4500000,retired,BACKEND,ADVANCED
0fad960b9c91a2ed5d19f660cbcf8119,CUSTOMER SUCCESS,MASCULINO,29.0,17.0,4700000,active,FRONTEND,ADVANCED
0faf7209a1693a0ee4f45e1b55842f22,CUSTOMER SUCCESS,MASCULINO,26.0,4.0,3005000,active,BACKEND,JUNIOR
10013ea0e8cd3c552ee89aaede07ab89,TALENT POOL,FEMENINO,23.0,4.0,12,active,MOVIL,TRAINEE
1017a575e6af10cf26ee238c3e431938,CUSTOMER SUCCESS,MASCULINO,19.0,5.0,4000000,active,BACKEND,ADVANCED
10ad5bfa022316c6a3af567146f5a4ff,CUSTOMER SUCCESS,MASCULINO,29.0,13.0,2800000,active,CLOUD OPS,JUNIOR
10af486957c96cd5d6335b27767a4e0a,CUSTOMER SUCCESS,MASCULINO,28.0,4.0,4800000,active,CIENCIA DE DATOS,ADVANCED
10d80ec658cab54831394349a6924ea1,CUSTOMER SUCCESS,FEMENINO,24.0,15.0,4700000,active,BACKEND,ADVANCED
10dc6e610d75b6e146c5bf57e0de4af0,CUSTOMER SUCCESS,MASCULINO,47.0,9.0,7000000,active,BACKEND,SENIOR
10dcde6188eef1163323681a2cda56f9,CUSTOMER SUCCESS,FEMENINO,28.0,9.0,49,active,BACKEND,ADVANCED
10ebd6e41221b3b25df2fa958fbe091c,CUSTOMER SUCCESS,MASCULINO,33.0,6.0,5000000,retired,CIENCIA DE DATOS,ADVANCED
1103ef8fc338cad6a509225f37c10430,CUSTOMER SUCCESS,MASCULINO,38.0,26.0,5500000,retired,ECOMMERCE,MASTER
1110f3f95ad3db46fc7eb5e61a31e475,CUSTOMER SUCCESS,MASCULINO,23.0,6.0,3200000,active,INTEGRACION,JUNIOR
116e61ae8297b0f15fe93b04d36c6040,CUSTOMER SUCCESS,MASCULINO,35.0,41.0,7000000,active,FRONTEND,SENIOR
1193f2e034adf083c149b21795960380,CUSTOMER SUCCESS,MASCULINO,35.0,95.0,9500000,retired,ARQUITECTURA,MASTER
11afc718f8e3653ab99f769a06e46579,CUSTOMER SUCCESS,MASCULINO,25.0,4.0,4000000,retired,BACKEND,ADVANCED
12167b467d45cfdfdd9392b2aebe4cc7,CUSTOMER SUCCESS,MASCULINO,22.0,2.0,50,active,BACKEND,SENIOR
1250344a7971e4f1382c12dd18878d08,CUSTOMER SUCCESS,MASCULINO,35.0,15.0,4206000,active,INTEGRACION,ADVANCED
128daaf2e99dffe5545aea501462696c,TALENT POOL,MASCULINO,23.0,4.0,28,active,FRONTEND,JUNIOR
12b82529e87500e07eb294841f42cf0d,CUSTOMER SUCCESS,MASCULINO,29.0,13.0,6200000,active,INTEGRACION,ADVANCED
12cd4e692f57527528fd7c80017d7558,CUSTOMER SUCCESS,MASCULINO,35.0,8.0,3600000,active,INTEGRACION,JUNIOR
12f5978fa1ec36f7397b54c6cd14a21e,CUSTOMER SUCCESS,MASCULINO,28.0,24.0,4600000,retired,BACKEND,ADVANCED
13264fff04d61cf2fae2bf438d762a58,CUSTOMER SUCCESS,FEMENINO,22.0,6.0,2800000,active,BACKEND,JUNIOR
1344d1e9dfc359f0316adae884ca2432,CUSTOMER SUCCESS,MASCULINO,26.0,20.0,4000000,active,DEVSECOPS,ADVANCED
14314807e5f990d414b829200d423d2e,CUSTOMER SUCCESS,MASCULINO,37.0,14.0,3304000,active,EXPERIENCIA_USUARIO,ADVANCED
14eb654629818e4ac5a1702bc31a8391,CUSTOMER SUCCESS,MASCULINO,40.0,12.0,5200000,active,BACKEND,ADVANCED
14fef3dfe7ca0359cb2b74d294dfa25c,CUSTOMER SUCCESS,MASCULINO,19.0,7.0,2370000,active,BACKEND,TRAINEE
1537d7d9fca3be90d3df7ecd825fca18,CUSTOMER SUCCESS,MASCULINO,31.0,36.0,5000000,active,BACKEND,ADVANCED
156bfd7ed1dcbfb16b674426e84583a4,CUSTOMER SUCCESS,MASCULINO,30.0,11.0,4200000,retired,CERTIFICACION,MASTER
157075affb82bd42823232e451c7e6c2,TALENT POOL,MASCULINO,30.0,0.0,9500000,active,LIDERAZGO,SENIOR
159746e5172d64121c7796505ba52919,CUSTOMER SUCCESS,FEMENINO,27.0,15.0,3402000,active,BACKEND,JUNIOR
16087bd94f3387c8edeac6afda168e6a,TALENT POOL,MASCULINO,25.0,4.0,3500000,active,BACKEND,JUNIOR
1633a42c84095b82638bb08b26d9c20b,CUSTOMER SUCCESS,MASCULINO,39.0,184.0,15700000,active,COMERCIAL,ADVANCED
164d285669e41c5ac4aa39a8ca12a015,CUSTOMER SUCCESS,MASCULINO,23.0,8.0,2500000,active,BACKEND,JUNIOR
1656be750a1d43a8d46232fe2c9a8dd8,CUSTOMER SUCCESS,FEMENINO,36.0,10.0,6700000,active,EXPERIENCIA_USUARIO,SENIOR
167414972fcde42bebaffc480e327c77,CUSTOMER SUCCESS,MASCULINO,24.0,5.0,32,active,INTEGRACION,JUNIOR
174898204c3d1a9cd8541a706c6adafe,CUSTOMER SUCCESS,MASCULINO,34.0,18.0,6500000,active,EXPERIENCIA_USUARIO,SENIOR
177ac74d8e3aa8d0e25bc6b6f10c712b,CUSTOMER SUCCESS,MASCULINO,24.0,6.0,2500000,active,MOVIL,JUNIOR
17fe0eeda2cd45099249e79a0bfc66b6,TALENT POOL,FEMENINO,20.0,4.0,1160000,active,BACKEND,TRAINEE
181027105df9dd82765ccaf5f2810a15,CUSTOMER SUCCESS,MASCULINO,33.0,1.0,3008000,retired,FRONTEND,JUNIOR
181752aac25a5928ad4258ddc632efa2,TALENT POOL,MASCULINO,21.0,6.0,2800000,active,BACKEND,TRAINEE
18b2afb88b5df4f733fe2ce0f453d655,TALENT POOL,MASCULINO,24.0,5.0,1160000,active,FRONTEND,TRAINEE
1901c7a2b500be1b791828a915c0bd59,AWS PREMIER,MASCULINO,37.0,10.0,15106500,active,CLOUD OPS,ADVANCED
193981178c7a9d3b87c4108113c80104,CUSTOMER SUCCESS,FEMENINO,40.0,12.0,9500000,active,LIDERAZGO,SENIOR
19f488cb362e5d2a6cc324eb3bc235f9,CUSTOMER SUCCESS,MASCULINO,28.0,10.0,6000000,active,DEVSECOPS,ADVANCED
1ab33e51d5e8bdad2c1243c9ec1320ab,CUSTOMER SUCCESS,MASCULINO,33.0,6.0,6600000,retired,INTEGRACION,ADVANCED
1ae46a0dae2b864dbb960fe1dcbf31f2,CUSTOMER SUCCESS,MASCULINO,23.0,7.0,4200000,active,BACKEND,ADVANCED
1b24018fae39df76f10c0d783ce91995,CUSTOMER SUCCESS,FEMENINO,33.0,102.0,15080000,active,BUSINESS CONSULTING,MASTER
1b6883baed4749f56831d02f1496851c,CUSTOMER SUCCESS,FEMENINO,35.0,22.0,6700000,active,INTEGRACION,ADVANCED
1b8bcefee6816053d060918b8efa6555,CUSTOMER SUCCESS,MASCULINO,34.0,138.0,6600000,active,BACKEND,ADVANCED
1bba90bdca1384a0f437774b5270752d,CUSTOMER SUCCESS,MASCULINO,23.0,12.0,3006000,active,CIENCIA DE DATOS,ADVANCED
1bbaa0a4c03b97b04b021412b7c01fed,CUSTOMER SUCCESS,MASCULINO,41.0,12.0,45,active,BACKEND,ADVANCED
1bc18f6df64a8586741bbbf6cefcf103,CUSTOMER SUCCESS,MASCULINO,31.0,2.0,5000000,active,INTEGRACION,JUNIOR
1bc85a94ac76d07cec195474ff41c2fa,CUSTOMER SUCCESS,MASCULINO,23.0,26.0,5500000,active,FRONTEND,ADVANCED
1c303b3d1cb5d572afb047805b63e153,CUSTOMER SUCCESS,MASCULINO,30.0,47.0,4200000,retired,ECOMMERCE,ADVANCED
1c785eeeccca5efe9e478fda3d0d307b,CUSTOMER SUCCESS,MASCULINO,30.0,14.0,4509000,active,INTEGRACION,ADVANCED
1cd27720a7eb29b5aece8f7716553505,CUSTOMER SUCCESS,MASCULINO,20.0,3.0,2050000,active,BACKEND,TRAINEE
1cd27720a7eb29b5aece8f7716553505,CUSTOMER SUCCESS,MASCULINO,20.0,5.0,1000000,retired,BACKEND,TRAINEE
1cfd5024aec8c2b48e17cafbabd5e8e8,TALENT POOL,MASCULINO,22.0,0.0,2320000,active,BACKEND,JUNIOR
1de54d81d5a9c388c849f2218e872266,CUSTOMER SUCCESS,MASCULINO,29.0,5.0,2800000,retired,BACKEND,JUNIOR
1e2accdca0523518b07f259131bd64c0,CUSTOMER SUCCESS,MASCULINO,43.0,10.0,3406000,active,BACKEND,ADVANCED
1e323a423d672e62b0e4f24bb45e8845,CUSTOMER SUCCESS,MASCULINO,30.0,69.0,5000000,retired,BACKEND,ADVANCED
1e40fc33d3b73c2a4e09f0e35fc4ccdd,CUSTOMER SUCCESS,MASCULINO,29.0,23.0,7200000,active,BACKEND,SENIOR
1e50ba14099964dc7b8d9835a887e66c,CUSTOMER SUCCESS,MASCULINO,22.0,13.0,4700000,active,BACKEND,ADVANCED
1ed8d46f126547954dbdfb6359e72d9a,CUSTOMER SUCCESS,MASCULINO,27.0,4.0,4300000,active,BACKEND,JUNIOR
1ee0828cb6bfd7dbede6afe0bc150015,CUSTOMER SUCCESS,MASCULINO,36.0,11.0,2050000,active,DEVSECOPS,JUNIOR
1f58722ef92b19f152cd29ab04bcdd07,CUSTOMER SUCCESS,MASCULINO,23.0,10.0,3005000,retired,BACKEND,ADVANCED
1f7bf530869354decaa6918edfd23630,CUSTOMER SUCCESS,MASCULINO,40.0,35.0,6700000,active,BACKEND,SENIOR
1fcf0bcb4b77812f6ca0ab9a36f043f1,CUSTOMER SUCCESS,MASCULINO,25.0,7.0,4500000,retired,FRONTEND,JUNIOR
1fd838aa379868d171caa8e422726813,CUSTOMER SUCCESS,FEMENINO,37.0,19.0,5000000,active,EXPERIENCIA_USUARIO,ADVANCED
1fe3017b22657e48264bdcdb4c9b6857,CUSTOMER SUCCESS,MASCULINO,30.0,15.0,8200000,active,MOVIL,SENIOR
1fe774b78d584d603ac37b5527b874b8,CUSTOMER SUCCESS,MASCULINO,23.0,2.0,5700000,retired,FRONTEND,ADVANCED
1ff67ac35f6d5b772a81f479beb1ff12,RETAIL_FINANCIAL_BD,MASCULINO,49.0,55.0,25000000,retired,HEAD,MASTER
200335fa255760f0bfc1f57085b5be73,CUSTOMER SUCCESS,FEMENINO,33.0,0.0,7500000,retired,LIDERAZGO,ADVANCED
20120b6c5652ca35cb445ed0108ecfd3,CUSTOMER SUCCESS,FEMENINO,37.0,36.0,6000000,active,INTEGRACION,ADVANCED
202a7a60f49f361d2815b82d0d6e54e5,CUSTOMER SUCCESS,FEMENINO,26.0,14.0,2800000,retired,FRONTEND,JUNIOR
20334421d97d2334967bb6ddca7c81f8,CUSTOMER SUCCESS,MASCULINO,26.0,10.0,4500000,retired,CERTIFICACION,MASTER
2053189ad420fb0b56d54e1de2166d80,CUSTOMER SUCCESS,MASCULINO,31.0,25.0,6600000,retired,MOVIL,ADVANCED
2074cbb0f799361354d75287baf9b59f,CUSTOMER SUCCESS,MASCULINO,27.0,16.0,425,active,BACKEND,ADVANCED
20760f3cac510e881e820324673a9ae4,CUSTOMER SUCCESS,MASCULINO,23.0,17.0,60,active,BACKEND,ADVANCED
207f0b0516aa8c02f97309cc6f96a41e,CUSTOMER SUCCESS,FEMENINO,27.0,20.0,3409000,active,CALIDAD DE SOFTWARE,ADVANCED
20a8b050fcf91db79591ba5dd7bc9731,CUSTOMER SUCCESS,MASCULINO,38.0,0.0,3505000,retired,INFRAESTRUCTURA,JUNIOR
20b810604b01297add5b09589d07fff7,CUSTOMER SUCCESS,MASCULINO,32.0,94.0,8000000,retired,ARQUITECTURA,SENIOR
20cd5c60c6dbb4509891b294044a34f5,CUSTOMER SUCCESS,MASCULINO,31.0,20.0,4807000,active,BACKEND,ADVANCED
20d9901f0ed239316bb1d9458a1022fa,GROWTH,FEMENINO,29.0,88.0,7100000,active,LIDERAZGO,ADVANCED
212004dd7708b9d51d2327b99d78249c,CUSTOMER SUCCESS,FEMENINO,28.0,15.0,5850000,active,BACKEND,JUNIOR
2128075a15eb44f1ccb765288c544b2a,CUSTOMER SUCCESS,MASCULINO,42.0,235.0,8000000,active,BACKEND,ADVANCED
2129a4de891d2f4f7a87600b793f2e55,FINANCIAL AND WEALTH MANAGEMENT,MASCULINO,49.0,259.0,46000000,active,HEAD,MASTER
21364ffa64b2163bc6418d420e882629,CUSTOMER SUCCESS,MASCULINO,28.0,11.0,3005000,retired,UI,ADVANCED
2143eaba7ffd72bdb7e590f2cad4d909,CUSTOMER SUCCESS,MASCULINO,27.0,27.0,3653500,retired,BACKEND,ADVANCED
2157e79cdc1e62cd23576a4dd69011fa,CUSTOMER SUCCESS,MASCULINO,38.0,11.0,7000000,retired,LIDERAZGO,ADVANCED
219230e21404b728cfc874728e1160f9,CUSTOMER SUCCESS,MASCULINO,39.0,24.0,15080000,active,ARQUITECTURA,ADVANCED
2248953353a78b173a8a1dd2bbda90ec,CUSTOMER SUCCESS,MASCULINO,27.0,4.0,4505000,retired,FRONTEND,ADVANCED
2267d9bd137aaff20598915ab2f4bd30,CUSTOMER SUCCESS,MASCULINO,24.0,14.0,3006000,retired,BACKEND,JUNIOR
22816c7e6e631e79aace16f4deea5b77,CUSTOMER SUCCESS,MASCULINO,32.0,3.0,4000000,active,INTEGRACION,JUNIOR
23090997ffa735e150b4b9555c9ab105,CUSTOMER SUCCESS,MASCULINO,24.0,32.0,5000000,retired,MOVIL,ADVANCED
23770ee69aa3bedc244cd1874bef249c,CUSTOMER SUCCESS,FEMENINO,25.0,6.0,2320000,active,BACKEND,TRAINEE
23a3bc5439d07134be63c21c7ded94c9,CUSTOMER SUCCESS,MASCULINO,27.0,3.0,4500000,retired,BACKEND,ADVANCED
240ea1ee40cedd2e10dfbc37346ee322,CUSTOMER SUCCESS,MASCULINO,38.0,21.0,4300000,active,CALIDAD DE SOFTWARE,ADVANCED
24218705d7bbb6c852bc03fec71ab352,CUSTOMER SUCCESS,MASCULINO,28.0,24.0,7100000,active,MOVIL,SENIOR
245dbaf6ef7acef2ebc069d7b4fd6fd1,CUSTOMER SUCCESS,FEMENINO,37.0,12.0,4500000,retired,BACKEND,ADVANCED
248dab80e6a4ee6750306279eafd6731,CUSTOMER SUCCESS,MASCULINO,26.0,7.0,4600000,active,INTEGRACION,ADVANCED
249d73b26e9be2f93111caec339e289a,CUSTOMER SUCCESS,MASCULINO,24.0,13.0,3000000,retired,DEVSECOPS,JUNIOR
24a682e1168b0822db4f38df460a3ebc,TALENT POOL,MASCULINO,23.0,4.0,2400000,active,BACKEND,TRAINEE
24e26caa831329f0942f9319a4998f7a,CUSTOMER SUCCESS,MASCULINO,31.0,15.0,7000000,active,FRONTEND,SENIOR
252c6626042e3c28e3f733a84c8d07a2,PRAGMA_REGIONES,MASCULINO,49.0,6.0,160,active,COMERCIAL,SENIOR
2546ff5e580a8bd7816d61518a8cdafa,CUSTOMER SUCCESS,MASCULINO,31.0,7.0,6500000,retired,FRONT MOVIL,MASTER
